Tipo,Cidade,Estado,Vagas,Quartos,Area,Banheiros,Preco
Apartamento,Portão,Curitiba,0,2,77,1,41867000.0
Apartamento,Portão,Curitiba,0,3,56,1,41867000.0
Apartamento,Portão,Curitiba,1,2,56,2,41867000.0
Studio,Bigorrilho,Curitiba,0,1,44,1,41807854.0
Studio,Bigorrilho,Curitiba,0,1,44,1,41807854.0
Apartamento,Cabral,Curitiba,1,3,102,2,41800000.0
Apartamento,Centro,Pato Branco,1,2,92,1,41758597.0
Apartamento,América,Joinville,1,2,86,2,41738645.0
Apartamento,Tingui,Curitiba,2,3,122,2,41500000.0
Sobrado,Novo Mundo,Curitiba,2,3,97,3,41500000.0
Apartamento,Água Verde,Curitiba,1,3,136,2,41500000.0
Casa,Nações,Fazenda Rio Grande,2,2,90,2,41500000.0
Casa,Vargem Grande,Pinhais,2,3,100,2,41500000.0
Sobrado,Fraron,Pato Branco,2,2,85,3,41500000.0
Apartamento,Bacacheri,Curitiba,1,3,120,2,41500000.0
Apartamento,Novo Mundo,Curitiba,2,2,121,1,41500000.0
Apartamento,Bigorrilho,Curitiba,1,2,109,2,41500000.0
Casa,Atuba,Pinhais,4,3,130,1,41500000.0
Sobrado,Planta Santa Tereza,Colombo,1,3,274,1,41500000.0
Apartamento,Cristo Rei,Curitiba,1,3,94,1,41500000.0
Sobrado,Planta Quississana,São José Dos Pinhais,2,3,109,2,41500000.0
Apartamento,Jardim Carvalho,Ponta Grossa,1,2,106,1,41450000.0
Sobrado,Sítio Cercado,Curitiba,1,3,88,2,41400000.0
Apartamento,Alto Da Rua Xv,Curitiba,0,1,57,0,41219402.0
Apartamento,Balneário Paese,Itapoá,1,2,81,2,41120000.0
Casa,Sítio Cercado,Curitiba,3,5,132,2,41000000.0
Apartamento,Vila Izabel,Curitiba,1,3,109,2,41000000.0
Sobrado,Vargem Grande,Pinhais,2,3,115,2,41000000.0
Apartamento,Água Verde,Curitiba,1,3,107,2,41000000.0
Casa,Balneário Cambiju,Itapoá,0,3,88,2,41000000.0
Sobrado,Cidade Industrial,Curitiba,3,2,200,2,41000000.0
Casa,Balneário Caravelas,Matinhos,1,2,57,2,41000000.0
Sobrado,Planta Santa Tereza,Colombo,1,3,80,3,41000000.0
Sobrado,Boqueirão,Curitiba,2,3,119,3,41000000.0
Sobrado,Parque Uracap,Almirante Tamandaré,2,3,278,4,41000000.0
Casa,Pilarzinho,Curitiba,1,2,70,1,41000000.0
Apartamento,Bacacheri,Curitiba,1,2,97,2,41000000.0
Casa,Santa Cândida,Curitiba,4,3,160,2,41000000.0
Casa,Boqueirão,Guarapuava,1,3,170,3,41000000.0
Sobrado,Bairro Alto,Curitiba,0,3,90,3,40850000.0
Casa,Cidade Industrial,Curitiba,2,5,220,2,40700000.0
Casa,Costeira,Araucária,0,2,70,1,40500000.0
Apartamento,Centro,Joinville,2,3,158,3,40500000.0
Garden,Água Verde,Curitiba,1,1,72,1,40194085.0
Apartamento,Portão,Curitiba,0,2,77,1,40052513.0
Apartamento,Portão,Curitiba,1,2,77,1,40052513.0
Casa,Jardim Curitiba,Colombo,3,3,165,2,40000000.0
Casa,Iguaçu,Fazenda Rio Grande,3,4,250,0,40000000.0
Casa,Uberaba,Curitiba,1,3,73,1,40000000.0
Casa,Uberaba,Curitiba,1,3,64,1,40000000.0
Casa,Tatuquara,Curitiba,3,5,120,2,40000000.0
Casa,Alto Tarumã,Pinhais,1,2,90,1,40000000.0
Casa,Weissópolis,Pinhais,0,2,95,1,40000000.0
Sobrado,Boqueirão,Curitiba,2,3,100,2,40000000.0
Casa,Alto Boqueirão,Curitiba,3,3,98,3,40000000.0
Casa,Jardim Nossa Senhora De Fátima,Colombo,1,2,69,1,40000000.0
Casa,Miringuava,São José Dos Pinhais,1,3,150,1,40000000.0
Casa,Rio Da Onça,Garuva,0,2,212,1,40000000.0
Casa,Cidade Industrial,Curitiba,0,3,100,2,40000000.0
Sobrado,Sertãozinho,Matinhos,2,2,80,1,40000000.0
Sobrado,Aeroporto,Pato Branco,1,3,86,2,40000000.0
Sobrado,Aeroporto,Pato Branco,1,3,86,2,40000000.0
Sobrado,Santa Cândida,Curitiba,0,2,110,0,40000000.0
Apartamento,Balneário Paese,Itapoá,2,2,73,2,40000000.0
Sobrado,Alto Boqueirão,Curitiba,2,4,126,2,40000000.0
Casa,Cará-Cará,Ponta Grossa,2,3,0,1,40000000.0
Casa,Jardim Cláudia,Pinhais,1,3,139,1,40000000.0
Casa,Santa Cândida,Curitiba,0,2,50,2,40000000.0
Apartamento,Bigorrilho,Curitiba,1,3,97,2,40000000.0
Casa,Campo De Santana,Curitiba,2,2,130,1,40000000.0
Sobrado,Alto Boqueirão,Curitiba,2,3,72,2,40000000.0
Apartamento,Weissópolis,Pinhais,1,3,92,0,40000000.0
Casa,Balneário Santa Clara,Itapoá,2,3,70,2,40000000.0
Casa,Jardim Esmeralda,Colombo,2,2,150,1,40000000.0
Sobrado,Uberaba,Curitiba,1,3,130,3,40000000.0
Casa,Guatupê,São José Dos Pinhais,7,4,140,2,40000000.0
Apartamento,Juvevê,Curitiba,1,3,117,3,40000000.0
Casa,Cidade Industrial,Curitiba,1,3,125,2,40000000.0
Apartamento,Vila Izabel,Curitiba,1,3,87,2,40000000.0
Apartamento,Cabral,Curitiba,1,3,110,2,39990000.0
Apartamento,Água Verde,Curitiba,1,3,135,2,39990000.0
Apartamento,Centro,Curitiba,0,3,144,2,39990000.0
Apartamento,Centro,Curitiba,0,4,95,1,39900000.0
Apartamento,Novo Mundo,Curitiba,1,3,115,3,39900000.0
Sobrado,Capão Raso,Curitiba,2,3,79,2,39900000.0
Sobrado,Bairro Alto,Curitiba,2,3,97,2,39900000.0
Apartamento,Tingui,Curitiba,1,2,70,1,39900000.0
Sobrado,Barreirinha,Curitiba,1,2,69,2,39900000.0
Apartamento,Alto Da Rua Xv,Curitiba,1,3,168,3,39900000.0
Casa,Tabuleiro,Matinhos,1,3,40,2,39900000.0
Casa,Vila Yara,Colombo,2,3,62,2,39900000.0
Apartamento,Tingui,Curitiba,1,3,106,2,39900000.0
Casa,Jardim Santa Cândida,Colombo,6,2,80,1,39900000.0
Apartamento,Centro,Curitiba,0,3,118,2,39900000.0
Casa,Industrial,Pato Branco,2,3,186,3,39800000.0
Casa,Planalto,Pato Branco,2,2,70,1,39800000.0
Casa,Barreirinha,Curitiba,2,3,141,2,39800000.0
Sobrado,Alto Boqueirão,Curitiba,1,3,100,0,39800000.0
Sobrado,Boa Vista,Curitiba,1,3,112,2,39800000.0
Sobrado,Cajuru,Curitiba,3,3,125,2,39800000.0
Sobrado,Balneário Brasília,Itapoá,1,3,108,2,39800000.0
Apartamento,Novo Mundo,Curitiba,1,3,90,1,39800000.0
Apartamento,Caioba,Matinhos,1,2,66,1,39800000.0
Sobrado,Fraron,Pato Branco,1,2,100,2,39800000.0
Apartamento,Capão Raso,Curitiba,1,3,97,2,39800000.0
Casa,Batel,Antonina,1,2,141,1,39800000.0
Apartamento,Água Verde,Curitiba,1,2,74,1,39800000.0
Casa,Solymar,Matinhos,1,3,100,1,39800000.0
Casa,Vila Grécia,Almirante Tamandaré,2,3,230,3,39800000.0
Sobrado,Alto Boqueirão,Curitiba,2,3,75,2,39800000.0
Casa,Jardim Monza,Colombo,2,3,59,2,39590000.0
Casa,Jardim Monza,Colombo,2,3,59,2,39590000.0
Apartamento,Bairro Alto,Curitiba,1,2,51,1,39572184.0
Apartamento,Afonso Pena,São José Dos Pinhais,1,3,90,1,39500000.0
Apartamento,Alto Da Rua Xv,Curitiba,1,2,76,0,39500000.0
Sobrado,Pinheirinho,Curitiba,1,3,118,3,39500000.0
Apartamento,Portão,Curitiba,1,2,95,1,39500000.0
Apartamento,Xaxim,Curitiba,1,3,120,1,39500000.0
Sobrado,Uberaba,Curitiba,2,3,112,0,39500000.0
Casa,Balneário Cambiju,Itapoá,1,3,89,2,39500000.0
Casa,Hauer,Curitiba,3,3,100,1,39500000.0
Apartamento,Centro,Campo Largo,1,1,86,1,39500000.0
Apartamento,Uberaba,Curitiba,1,2,95,2,39500000.0
Apartamento,Água Verde,Curitiba,1,3,134,1,39500000.0
Apartamento,Vargem Grande,Pinhais,2,3,96,2,39500000.0
Apartamento,Centro,Curitiba,0,3,130,2,39500000.0
Apartamento,Bom Retiro,Curitiba,1,2,93,1,39500000.0
Sobrado,Boqueirão,Curitiba,2,3,77,1,39500000.0
Sobrado,Xaxim,Curitiba,2,3,61,2,39500000.0
Casa,Planta São Venâncio,Almirante Tamandaré,7,3,120,3,39400000.0
Sobrado,Santa Cândida,Curitiba,2,3,79,2,39400000.0
Casa,Boqueirão,Curitiba,1,3,100,1,39200000.0
Sobrado,Fraron,Pato Branco,1,2,90,3,39000000.0
Sobrado,Bairro Alto,Curitiba,2,5,150,3,39000000.0
Sobrado,Boqueirão,Curitiba,2,3,80,2,39000000.0
Apartamento,Centro,Pinhais,1,3,87,2,39000000.0
Casa,Vila Bela,Guarapuava,1,3,95,1,39000000.0
Apartamento,Guaíra,Curitiba,1,3,123,2,39000000.0
Casa,Vila Trevo,Garuva,2,2,195,2,39000000.0
Apartamento,Juvevê,Curitiba,2,3,140,2,39000000.0
Casa,Jardim Floresta,Pato Branco,2,3,100,2,39000000.0
Casa,Vila Graziela,Almirante Tamandaré,1,4,145,2,39000000.0
Apartamento,Cristo Rei,Curitiba,1,3,123,3,39000000.0
Casa,Alto Boqueirão,Curitiba,3,5,140,2,39000000.0
Sobrado,Santa Cândida,Curitiba,1,3,90,2,39000000.0
Apartamento,Mercês,Curitiba,0,3,80,1,39000000.0
Sobrado,Santa Cândida,Curitiba,1,3,94,3,39000000.0
Sobrado,Sítio Cercado,Curitiba,2,3,190,2,39000000.0
Casa,Boa Vista,Ponta Grossa,2,3,59,1,39000000.0
Apartamento,Ahú,Curitiba,1,2,112,2,39000000.0
Casa,Sítio Cercado,Curitiba,2,2,153,1,39000000.0
Apartamento,Guaíra,Curitiba,1,3,86,2,39000000.0
Casa,Jardim Cláudia,Pinhais,3,3,200,3,39000000.0
Casa,Emiliano Perneta,Pinhais,1,3,83,1,39000000.0
Sobrado,Afonso Pena,São José Dos Pinhais,5,5,144,2,39000000.0
Casa,Balneário Volta Ao Mundo I,Itapoá,2,3,90,2,39000000.0
Sobrado,Braga,São José Dos Pinhais,2,5,190,3,39000000.0
Casa,Ganchinho,Curitiba,2,3,99,2,39000000.0
Casa,São Francisco,Pato Branco,1,3,92,2,38900000.0
Apartamento,Bigorrilho,Curitiba,1,2,97,1,38900000.0
Casa,Jardim Itambé,Colombo,2,3,70,2,38900000.0
Apartamento,Estância Pinhais,Pinhais,1,3,79,1,38900000.0
Apartamento,Jardim Botânico,Curitiba,1,3,114,2,38900000.0
Apartamento,Boa Vista,Curitiba,1,2,64,2,38900000.0
Casa,Parque Do Som,Pato Branco,1,2,120,1,38900000.0
Apartamento,Campo Comprido,Curitiba,0,3,67,1,38900000.0
Casa,Cristo Rei,Pato Branco,1,3,90,3,38900000.0
Casa,Jardim Itambé,Colombo,2,3,70,2,38900000.0
Studio,Alto Da Rua Xv,Curitiba,0,1,56,1,38552102.0
Apartamento,Alto Da Rua Xv,Curitiba,0,1,32,1,38552102.0
Apartamento,Bigorrilho,Curitiba,1,2,102,2,38500000.0
Casa,Riviera,Matinhos,4,3,130,2,38500000.0
Apartamento,Boa Vista,Curitiba,1,2,81,2,38500000.0
Casa,Cristo Rei,Pato Branco,1,3,80,2,38500000.0
Casa,Cristo Rei,Pato Branco,1,3,80,1,38500000.0
Sobrado,Lamenha Grande,Almirante Tamandaré,3,1,82,2,38500000.0
Apartamento,Pilarzinho,Curitiba,1,2,83,0,38500000.0
Sobrado,Jardim Guarujá,Colombo,3,3,90,2,38500000.0
Apartamento,Água Verde,Curitiba,1,3,115,1,38500000.0
Apartamento,Rebouças,Curitiba,0,1,42,1,38500000.0
Sobrado,Santa Cândida,Curitiba,2,3,102,2,38500000.0
Casa,Eucaliptos,Fazenda Rio Grande,4,3,120,2,38500000.0
Apartamento,Boa Vista,Curitiba,1,2,81,0,38500000.0
Apartamento,Boa Vista,Curitiba,1,2,81,2,38500000.0
Casa,Barreirinha,Curitiba,1,3,80,2,38500000.0
Casa,Tindiquera,Araucária,1,3,74,1,38500000.0
Casa,Xaxim,Curitiba,2,1,150,1,38500000.0
Sobrado,Balneário Volta Ao Mundo I,Itapoá,2,2,80,1,38300000.0
Apartamento,Boqueirão,Curitiba,1,2,90,2,38300000.0
Sobrado,Hauer,Curitiba,1,3,140,2,38200000.0
Apartamento,Água Verde,Curitiba,1,1,72,1,38099140.0
Apartamento,Cristo Rei,Curitiba,1,3,135,2,38000000.0
Casa,Praia De Leste,Pontal Do Paraná,3,2,72,2,38000000.0
Casa,Iguaçu,Fazenda Rio Grande,1,2,75,1,38000000.0
Casa,Planta Araçatuba,Piraquara,2,3,60,1,38000000.0
Casa,Jardim Cláudia,Pinhais,0,3,150,2,38000000.0
Apartamento,Pilarzinho,Curitiba,1,2,81,1,38000000.0
Casa,Bortot,Pato Branco,2,3,140,1,38000000.0
Apartamento,Centro,Pato Branco,1,3,124,2,38000000.0
Casa,Afonso Pena,São José Dos Pinhais,1,3,125,1,38000000.0
Apartamento,Fanny,Curitiba,1,2,76,2,38000000.0
Sobrado,Santa Cândida,Curitiba,1,3,90,2,38000000.0
Casa,Alto Tarumã,Pinhais,3,2,90,1,38000000.0
Casa,Uberaba,Curitiba,3,3,153,2,38000000.0
Apartamento,Caioba,Matinhos,1,2,105,1,38000000.0
Casa,Sítio Cercado,Curitiba,2,5,150,3,38000000.0
Casa,Cachoeira,Curitiba,1,3,164,1,38000000.0
Casa,Ipê,São José Dos Pinhais,4,5,300,3,38000000.0
Casa,Balneário Jd. Pérola Do Atlântico,Itapoá,4,2,52,1,38000000.0
Apartamento,Boa Vista,Curitiba,1,3,86,2,38000000.0
Casa,Ipê,São José Dos Pinhais,2,3,130,1,38000000.0
Apartamento,Caioba,Matinhos,1,2,68,1,38000000.0
Casa,Jardim Roma,Almirante Tamandaré,1,2,192,2,38000000.0
Sobrado,Capão Da Imbuia,Curitiba,2,3,140,2,38000000.0
Casa,Atuba,Pinhais,1,3,67,1,38000000.0
Casa,Barreirinha,Curitiba,1,2,115,1,38000000.0
Apartamento,Orfãs,Ponta Grossa,2,3,111,1,38000000.0
Casa,Lamenha Grande,Almirante Tamandaré,4,3,160,3,38000000.0
Casa,Cachoeira,Curitiba,2,4,180,2,38000000.0
Casa,Jardim Monza,Colombo,2,3,180,2,38000000.0
Casa,Jardim Monza,Colombo,2,3,59,2,38000000.0
Apartamento,Centro,Pato Branco,1,2,94,1,38000000.0
Apartamento,Centro,Curitiba,1,3,124,2,38000000.0
Casa,Atuba,Pinhais,3,3,140,3,38000000.0
Apartamento,Água Verde,Curitiba,0,2,104,2,38000000.0
Casa,Coroados,Guaratuba,1,3,80,2,38000000.0
Casa,Vila Alto Da Cruz Iii,Colombo,1,3,110,1,38000000.0
Apartamento,Batel,Curitiba,1,1,69,1,38000000.0
Casa,Centro,Antonina,0,4,153,1,38000000.0
Casa,Fraron,Pato Branco,1,3,88,1,38000000.0
Casa,Ipacarai,Matinhos,2,3,67,2,38000000.0
Casa,Eucaliptos,Fazenda Rio Grande,2,3,64,1,38000000.0
Casa,Junara,Matinhos,2,2,74,2,38000000.0
Casa,Junara,Matinhos,2,2,74,2,38000000.0
Casa,Monza,Colombo,2,3,64,2,38000000.0
Sobrado,Uberaba,Curitiba,2,6,185,4,38000000.0
Apartamento,Juvevê,Curitiba,0,3,122,2,38000000.0
Sobrado,Xaxim,Curitiba,0,3,140,2,38000000.0
Casa,Alto Boqueirao,Curitiba,2,3,104,1,38000000.0
Apartamento,Cabral,Curitiba,1,2,102,1,37900000.0
Casa,Bom Retiro,Joinville,1,2,87,3,37900000.0
Casa,Cajuru,Curitiba,2,3,63,1,37900000.0
Casa,São José,Itapoá,2,3,80,2,37899000.0
Apartamento,Caioba,Matinhos,1,2,48,1,37870000.0
Apartamento,Novo Mundo,Curitiba,1,2,109,2,37786208.0
Apartamento,Hauer,Curitiba,1,2,89,1,37715800.0
Casa,Santa Cândida,Curitiba,2,3,101,2,37700000.0
Casa,Barreirinha,Curitiba,2,3,78,2,37500000.0
Casa,Bairro Alto,Curitiba,4,3,150,1,37500000.0
Apartamento,Bigorrilho,Curitiba,1,2,110,2,37500000.0
Apartamento,Mossunguê,Curitiba,1,1,51,1,37500000.0
Apartamento,Centro,Curitiba,0,3,119,2,37500000.0
Sobrado,Vila São Gabriel,Colombo,2,3,89,3,37490000.0
Apartamento,Caioba,Matinhos,0,2,48,1,37320000.0
Apartamento,Caioba,Matinhos,0,2,48,1,37320000.0
Apartamento,Pinheirinho,Pato Branco,1,2,82,1,37210532.0
Apartamento,Santa Terezinha,Pato Branco,1,2,106,1,37210532.0
Apartamento,Ahu,Curitiba,1,3,116,2,37200000.0
Apartamento,Juvevê,Curitiba,1,2,85,1,37200000.0
Apartamento,Centro,Curitiba,0,4,162,2,37200000.0
Apartamento,Hauer,Curitiba,0,2,51,0,37067600.0
Apartamento,Hauer,Curitiba,0,2,51,0,37067600.0
Apartamento,Hauer,Curitiba,0,0,51,0,37067600.0
Apartamento,Hauer,Curitiba,1,2,51,0,37067600.0
Apartamento,Hauer,Curitiba,0,1,51,1,37067600.0
Apartamento,Hauer,Curitiba,0,2,51,0,37067600.0
Apartamento,Hauer,Curitiba,0,2,51,1,37067600.0
Casa,Sítio Cercado,Curitiba,1,4,100,1,37000000.0
Casa,Uberaba,Curitiba,2,3,70,1,37000000.0
Casa,Santa Terezinha,Fazenda Rio Grande,2,2,190,1,37000000.0
Apartamento,Ahú,Curitiba,1,3,108,3,37000000.0
Apartamento,Alto Da Rua Xv,Curitiba,1,2,126,1,37000000.0
Apartamento,Centro,Pinhais,1,2,109,2,37000000.0
Casa,Jardim Arco Íris,Almirante Tamandaré,3,4,166,3,37000000.0
Casa,Jardim Monte Santo,Almirante Tamandaré,5,3,124,3,37000000.0
Casa,Jardim Maria Luiza,Antonina,0,1,142,1,37000000.0
Sobrado,Fraron,Pato Branco,1,3,78,2,37000000.0
Casa,São Braz,Curitiba,3,4,98,1,37000000.0
Apartamento,Ahú,Curitiba,1,2,98,1,37000000.0
Apartamento,Balneário Cambiju,Itapoá,1,2,76,2,37000000.0
Apartamento,Água Verde,Curitiba,0,3,100,2,37000000.0
Apartamento,Portão,Curitiba,1,3,108,2,37000000.0
Casa,Cidade Industrial,Curitiba,3,2,150,3,37000000.0
Cobertura,Portão,Curitiba,2,3,110,3,37000000.0
Apartamento,Vila Izabel,Curitiba,2,2,69,2,37000000.0
Casa,São Francisco,Pato Branco,2,2,100,2,37000000.0
Casa,Ipacarai,Matinhos,2,2,62,2,37000000.0
Apartamento,Batel,Curitiba,1,1,81,1,37000000.0
Sobrado,Atuba,Curitiba,2,3,86,3,37000000.0
Apartamento,Bacacheri,Curitiba,1,2,65,2,37000000.0
Apartamento,Boqueirão,Curitiba,1,2,99,1,37000000.0
Sobrado,Sítio Cercado,Curitiba,2,3,125,2,37000000.0
Apartamento,Balneário Jardim Da Barra,Itapoá,1,3,82,2,37000000.0
Casa,Balneário São José I,Itapoá,2,3,81,2,37000000.0
Casa,Balneário Princesa Do Mar,Itapoá,1,3,102,1,37000000.0
Casa,Jardim Carmem,São José Dos Pinhais,2,3,137,3,37000000.0
Casa,Parque Dos Lagos,Colombo,3,3,85,2,37000000.0
Sobrado,Fraron,Pato Branco,1,2,72,3,37000000.0
Sobrado,Barreirinha,Curitiba,2,3,100,2,37000000.0
Apartamento,Vila Izabel,Curitiba,1,3,109,2,37000000.0
Apartamento,Ahú,Curitiba,1,3,131,3,37000000.0
Casa,Balneário Cambiju,Itapoá,1,2,73,1,37000000.0
Casa,Rio Pequeno,São José Dos Pinhais,1,2,149,1,36990000.0
Casa,Jardim Adriana,Colombo,1,3,120,1,36990000.0
Apartamento,Água Verde,Curitiba,1,1,62,1,36909300.0
Casa,Cristo Rei,Pato Branco,1,3,90,2,36900000.0
Casa,Campo Pequeno,Colombo,3,3,82,1,36900000.0
Casa,Jardim Floresta,Pato Branco,1,3,76,1,36900000.0
Casa,Alvorada,Pato Branco,1,4,225,3,36900000.0
Casa,Novo Horizonte,Pato Branco,2,3,132,1,36900000.0
Casa,Jardim Guaíra,Colombo,3,3,64,2,36900000.0
Casa,Jardim Guaíra,Colombo,3,3,64,2,36900000.0
Casa,Dos Estados,Guarapuava,1,2,72,1,36900000.0
Casa,Jardim Esmeralda,Campo Largo,1,3,94,1,36900000.0
Casa,Cidade Industrial,Curitiba,2,2,84,1,36900000.0
Casa,Balneário Rainha,Itapoá,3,4,170,2,36800000.0
Sobrado,Alto Boqueirão,Curitiba,5,3,170,2,36500000.0
Sobrado,Afonso Pena,São José Dos Pinhais,2,3,95,2,36500000.0
Apartamento,Bacacheri,Curitiba,1,3,116,2,36500000.0
Apartamento,Capão Raso,Curitiba,2,2,72,1,36500000.0
Apartamento,Atuba,Curitiba,1,3,72,2,36500000.0
Apartamento,Cidade Industrial,Curitiba,1,2,64,1,36500000.0
Casa,Campo Pequeno,Colombo,3,3,60,2,36500000.0
Casa,Balneário São José I,Itapoá,1,3,80,2,36500000.0
Apartamento,Mossunguê,Curitiba,1,3,76,2,36500000.0
Apartamento,Novo Mundo,Curitiba,1,3,88,2,36500000.0
Casa,Campo Pequeno,Colombo,3,3,60,2,36500000.0
Sobrado,Boa Vista,Ponta Grossa,2,2,82,2,36500000.0
Sobrado,Boa Vista,Ponta Grossa,2,2,82,2,36500000.0
Apartamento,Bigorrilho,Curitiba,1,2,87,1,36500000.0
Apartamento,Caioba,Matinhos,1,2,72,2,36500000.0
Sobrado,Betaras,Matinhos,2,3,95,3,36490000.0
Apartamento,Xaxim,Curitiba,1,3,120,2,36400000.0
Apartamento,Caioba,Matinhos,1,2,48,0,36340000.0
Apartamento,Centro,Pato Branco,1,1,63,1,36300000.0
Apartamento,Inajá,Matinhos,1,2,38,2,36200000.0
Studio,Água Verde,Curitiba,0,1,30,0,36197810.0
Studio,Água Verde,Curitiba,0,1,30,1,36197810.0
Apartamento,Uvaranas,Ponta Grossa,1,2,81,1,36000000.0
Apartamento,Santa Cândida,Curitiba,2,2,138,2,36000000.0
Apartamento,Juvevê,Curitiba,1,3,86,1,36000000.0
Apartamento,Centro,São José Dos Pinhais,1,3,93,1,36000000.0
Apartamento,Rebouças,Curitiba,1,2,94,1,36000000.0
Apartamento,Xaxim,Curitiba,1,2,100,2,36000000.0
Sobrado,Colônia Dona Luíza,Ponta Grossa,3,3,102,1,36000000.0
Casa,Boqueirão,Guarapuava,1,2,80,2,36000000.0
Apartamento,Portão,Curitiba,2,3,107,1,36000000.0
Sobrado,Bairro Alto,Curitiba,1,2,92,3,36000000.0
Casa,Santa Quitéria,Curitiba,1,2,92,1,36000000.0
Apartamento,Santa Cândida,Curitiba,1,3,85,1,36000000.0
Casa,Paulo Afonso,Pato Branco,2,2,93,1,36000000.0
Apartamento,Bom Retiro,Joinville,1,2,95,2,36000000.0
Sobrado,Planta Quississana,São José Dos Pinhais,3,4,225,3,36000000.0
Casa,Eucaliptos,Fazenda Rio Grande,2,3,66,1,36000000.0
Apartamento,Centro,Curitiba,1,1,39,1,36000000.0
Casa,Cidade Industrial,Curitiba,2,2,93,1,36000000.0
Casa,Umbará,Curitiba,1,2,120,1,36000000.0
Apartamento,Jardim Botânico,Curitiba,1,3,92,2,36000000.0
Sobrado,Vila Iná,São José Dos Pinhais,1,3,91,2,36000000.0
Casa,São Dimas,Colombo,3,3,270,2,36000000.0
Casa,Petrópolis,Joinville,1,2,84,1,36000000.0
Casa,Santa Terezinha,Pato Branco,1,5,70,2,36000000.0
Apartamento,Centro,Guarapuava,1,3,83,2,36000000.0
Apartamento,Água Verde,Curitiba,1,3,103,2,36000000.0
Studio,Campina Do Siqueira,Curitiba,0,1,50,1,36000000.0
Casa,Shangri-La,Pontal Do Paraná,2,2,74,2,36000000.0
Casa,Betaras,Matinhos,1,3,72,2,36000000.0
Studio,Água Verde,Curitiba,0,1,0,0,35999000.0
Casa,Osasco,Colombo,2,3,110,1,35990000.0
Casa,Roça Grande,Colombo,1,3,74,2,35990000.0
Apartamento,Atuba,Curitiba,1,2,59,1,35900000.0
Apartamento,Água Verde,Curitiba,1,3,107,2,35900000.0
Casa,Costeira,São José Dos Pinhais,2,2,79,2,35900000.0
Casa,Vila Glória,Campo Largo,1,3,63,1,35900000.0
Casa,Jardim Das Graças,Colombo,0,3,83,1,35900000.0
Casa,São Cristóvão,Pato Branco,1,4,130,2,35900000.0
Apartamento,Caioba,Matinhos,1,2,64,1,35900000.0
Sobrado,Campo De Santana,Curitiba,1,3,90,2,35900000.0
Sobrado,Boqueirão,Curitiba,2,2,64,2,35900000.0
Casa,Sítio Cercado,Curitiba,2,3,60,1,35800000.0
Apartamento,Vista Alegre,Curitiba,1,3,79,2,35800000.0
Apartamento,Juvevê,Curitiba,1,2,57,1,35600000.0
Casa,Vila Pacheco,Almirante Tamandaré,1,3,133,1,35500000.0
Apartamento,Rebouças,Curitiba,1,3,107,2,35500000.0
Apartamento,Ronda,Ponta Grossa,1,3,104,1,35500000.0
Apartamento,Portão,Curitiba,1,3,79,2,35500000.0
Casa,Fazendinha,Curitiba,2,3,59,1,35500000.0
Apartamento,Alto Tarumã,Pinhais,1,3,70,1,35500000.0
Apartamento,Cajuru,Curitiba,1,2,124,1,35500000.0
Apartamento,Cabral,Curitiba,1,3,81,1,35500000.0
Apartamento,Centro,Pato Branco,1,1,61,1,35490000.0
Casa,Vila Glória,Campo Largo,1,3,100,1,35200000.0
Apartamento,Água Verde,Curitiba,1,3,116,2,35000000.0
Casa,Águas Claras,Campo Largo,2,3,67,2,35000000.0
Sobrado,Fraron,Pato Branco,1,3,96,3,35000000.0
Apartamento,Jardim Bela Vista,Carambeí,1,3,92,0,35000000.0
Casa,Cadorin,Pato Branco,1,3,90,2,35000000.0
Casa,João Costa,Joinville,1,2,96,1,35000000.0
Casa,Cajuru,Curitiba,1,3,98,2,35000000.0
Casa,Walfrido Do Rosário,Colombo,2,2,70,2,35000000.0
Apartamento,Eucaliptos,Fazenda Rio Grande,1,2,87,1,35000000.0
Casa,Santa Cândida,Curitiba,2,3,56,1,35000000.0
Casa,Cidade Industrial,Curitiba,1,3,101,2,35000000.0
Casa,Sítio Cercado,Curitiba,3,3,86,2,35000000.0
Sobrado,Sítio Cercado,Curitiba,1,3,80,1,35000000.0
Apartamento,Centro Cívico,Curitiba,1,1,67,1,35000000.0
Apartamento,Santa Cândida,Curitiba,1,2,74,2,35000000.0
Casa,Iguaçu,Fazenda Rio Grande,6,3,80,1,35000000.0
Casa,Atuba,Curitiba,2,3,55,2,35000000.0
Apartamento,Jardim Silvana,Almirante Tamandaré,1,4,250,2,35000000.0
Sobrado,Estados,Fazenda Rio Grande,1,3,120,1,35000000.0
Casa,Barreirinha,Curitiba,1,1,80,1,35000000.0
Casa,Alto Boqueirão,Curitiba,1,3,108,2,35000000.0
Casa,Balneário Parque,Itapoá,1,3,78,2,35000000.0
Casa,Centro,Garuva,0,3,95,1,35000000.0
Sobrado,Atuba,Colombo,1,3,96,3,35000000.0
Casa,Santa Terezinha,Fazenda Rio Grande,0,2,91,2,35000000.0
Apartamento,Centro,Ponta Grossa,0,1,68,1,35000000.0
Casa,Balneário Solymar,Matinhos,2,3,90,3,35000000.0
Sobrado,Santa Cândida,Curitiba,3,3,140,2,35000000.0
Apartamento,Centro,Curitiba,0,2,57,1,35000000.0
Casa,Sítio Cercado,Curitiba,2,2,170,2,35000000.0
Cobertura,Campo Comprido,Curitiba,2,2,113,2,35000000.0
